index,ObsType,Latitude,Longitude,Elevation(m),UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,SkyComment,LocationComment,Country,UTDatetime,UTTimeHour,MoonAlt,MoonAz
27222,SQM,33.3599,-111.457,551.443,2020-05-13,04:13,3.0,20.04,024d,0,Clear,Suburban,United States - Arizona,2020-05-13 04:13:00,0.8660254037844386,-42.53902363678143,90.14961497673582
27233,SQM,32.7097,-108.299,1750.14,2020-05-13,03:30,6.0,21.52,0999,0,,Rural,United States,2020-05-13 03:30:00,0.7071067811865475,-48.56669001193774,86.78407531604186
27234,SQM,51.2038,3.51001,7.11447,2020-05-13,21:45,4.0,20.25,6907,0,,,Belgium,2020-05-13 21:45:00,-0.7071067811865477,-33.17612205492152,81.16515647078941
27270,SQM,33.4464,-111.493,596.635,2020-05-14,06:50,4.0,20.4,07CC,0,Sky was lighter,Rural desert,United States - Arizona,2020-05-14 06:50:00,1.0,-19.70341152001519,100.11303480152759
27274,SQM,-26.6509,153.092,6.0535,2020-05-14,11:05,4.0,19.28,0919,2,,Sparse Suburban no nearby streetlight,Australia,2020-05-14 11:05:00,0.258819045102521,-28.107410787443936,130.1832111058962
27288,SQM,27.7019,85.3418,1319.92,2020-05-14,15:15,5.0,18.75,2685,2,,"This is the reading taken with SQM from theh roof of our office located at Battishputali, Kathmandu.",Nepal,2020-05-14 15:15:00,-0.7071067811865471,-53.818336993569936,81.74318336799998
27308,SQM,51.21,3.50385,4.31735,2020-05-14,21:36,4.0,20.27,6907,0,,,Belgium,2020-05-14 21:36:00,-0.7071067811865477,-38.67299168398526,66.24416322758698
27310,SQM,51.2152,3.50531,3.21258,2020-05-14,21:44,6.0,20.35,6907,0,,,Belgium,2020-05-14 21:44:00,-0.7071067811865477,-37.54546774585045,68.09737872451605
27311,SQM,51.2285,3.48234,2.89591,2020-05-14,21:59,4.0,20.48,6907,0,,,Belgium,2020-05-14 21:59:00,-0.7071067811865477,-35.407987818977425,71.43809870108085
27313,SQM,51.2358,3.47395,2.84947,2020-05-14,22:16,4.0,20.64,6907,0,,,Belgium,2020-05-14 22:16:00,-0.5000000000000004,-32.92859456447378,75.09531346530504
27321,SQM,51.0256,5.93226,49.1079,2020-05-14,22:47,5.0,20.14,,0,Clear,Rural village,Germany,2020-05-14 22:47:00,-0.5000000000000004,-26.809383554219504,83.56558959590512
27322,SQM,51.0263,5.93664,47.4803,2020-05-14,22:50,4.0,19.84,,0,Clear,Rural village,Germany,2020-05-14 22:50:00,-0.5000000000000004,-26.34925821995498,84.15195626424453
27323,SQM,51.2323,3.51497,2.36855,2020-05-14,22:21,3.0,20.56,6907,0,,,Belgium,2020-05-14 22:21:00,-0.5000000000000004,-32.166086887838965,76.1849714632955
27324,SQM,51.0231,5.94172,51.4641,2020-05-14,22:54,5.0,20.26,,0,Clear. Light pollution done in Sittard direction,Rural village edge,Germany,2020-05-14 22:54:00,-0.5000000000000004,-25.735802726009485,84.93094667776616
27325,SQM,51.0247,5.94842,49.3433,2020-05-14,22:59,5.0,20.32,,0,Clear. Sky glow in Sittard direction,Rural farmland,Germany,2020-05-14 22:59:00,-0.5000000000000004,-24.96710358213338,85.8960243966165
27328,SQM,51.2233,3.52967,2.23093,2020-05-14,22:55,4.0,20.54,6907,0,,,Belgium,2020-05-14 22:55:00,-0.5000000000000004,-27.057805117570418,83.07650188906536
27330,SQM,51.0203,5.94535,54.2624,2020-05-14,23:05,5.0,20.31,,0,Sky glow in Sittard direction,Rural farmland,Germany,2020-05-14 23:05:00,-0.2588190451025215,-24.050603119739765,87.03943121677244
27331,SQM,51.0213,5.9366,50.8538,2020-05-14,23:10,5.0,20.24,,0,Sky glow to SW,Rural village edge,Germany,2020-05-14 23:10:00,-0.2588190451025215,-23.289530840958516,87.97875467034198
27333,SQM,51.2225,3.54095,2.05313,2020-05-14,23:13,4.0,20.58,6907,0,,,Belgium,2020-05-14 23:13:00,-0.2588190451025215,-24.313495532049032,86.56790828311061
27334,SQM,51.0197,5.93152,49.8433,2020-05-14,23:15,5.0,20.2,,0,Sky glow to SW,Rural village edge,Germany,2020-05-14 23:15:00,-0.2588190451025215,-22.525657020817178,88.91653301816194
27335,SQM,51.0229,5.92934,50.327,2020-05-14,23:19,5.0,20.05,,0,Clear. Streetlights all around,Rural village,Germany,2020-05-14 23:19:00,-0.2588190451025215,-21.913024771992802,89.66277319540764
27336,SQM,51.0251,5.92772,45.9492,2020-05-14,23:23,5.0,20.18,,0,Light dome to SW,Rural village edge,Germany,2020-05-14 23:23:00,-0.2588190451025215,-21.29996811482218,90.40683583776134
27337,SQM,51.027,5.9178,43.4705,2020-05-14,23:28,5.0,20.19,,0,Rural farm road,Sky glow to SW,Germany,2020-05-14 23:28:00,-0.2588190451025215,-20.538586190373948,91.32719873868764
27339,SQM,51.0317,5.88478,41.9172,2020-05-14,23:36,5.0,19.97,,0,Sittard sky glow to SSW rather prominent,Rural farmland bridge,Germany,2020-05-14 23:36:00,-0.2588190451025215,-19.331612250698516,92.77797863808486
27341,SQM,51.0377,5.90932,43.5872,2020-05-14,23:46,5.0,20.06,,0,Near village center. Lights all around,Rural village,Germany,2020-05-14 23:46:00,-0.2588190451025215,-17.783727025456272,94.62995157993066
27343,SQM,51.0301,5.9316,49.1569,2020-05-14,23:53,5.0,20.23,,0,Sky glow to SW,Rural...between villages,Germany,2020-05-14 23:53:00,-0.2588190451025215,-16.69790112367682,95.92692583605545
27437,SQM,27.7021,85.3412,1320.17,2020-05-15,17:45,4.0,18.4,2685,6,,"From the rooftop of our office located at Battishputali, Kathmandu.",Nepal,2020-05-15 17:45:00,-0.9659258262890683,-29.83711457779436,89.89498774558281
27472,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
27522,SQM,32.6101,-110.798,1329.62,2020-05-16,05:56,6.0,21.31,0bd9,0,Tucson skyglow in south.,Rural,United States - Arizona,2020-05-16 05:56:00,0.9659258262890683,-43.88569600417968,72.75567432034107
27529,SQM,38.8878,-119.82,1466.48,2020-05-16,07:18,6.0,21.4,,0,clear,light dome north,United States - Nevada,2020-05-16 07:18:00,0.9659258262890683,-33.6303413144352,76.02518597498955
27533,SQM,33.3371,-111.426,561.413,2020-05-16,09:25,5.0,20.71,3722,0,,,United States - Arizona,2020-05-16 09:25:00,0.7071067811865476,-2.1559379628069752,101.34013071923417
27535,SQM,-35.21,139.111,58.8398,2020-05-16,12:00,5.0,21.42,,0,Clear and steady sky,Rural,Australia,2020-05-16 12:00:00,1.2246467991473532e-16,-40.63704357941221,149.25808022150855
27538,SQM,51.2297,3.67894,5.75294,2020-05-15,21:30,4.0,20.2,6907,0,,,Belgium,2020-05-15 21:30:00,-0.7071067811865477,-41.71437272575814,50.7600079778247
27541,SQM,27.7021,85.3411,1320.36,2020-05-16,17:15,5.0,18.79,2685,4,,"The recording was taken from the rooftop of  our office located at Battishputali, Kathmandu.",Nepal,2020-05-16 17:15:00,-0.9659258262890683,-43.20342982411096,75.5047073725785
27542,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
27544,SQM,38.5477,-121.753,14.1846,2020-05-16,19:14,2.0,16.0,,2,cirrus clouds,rural,United States - California,2020-05-16 19:14:00,-0.9659258262890684,24.495537600374124,234.44773042109705
27550,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
27603,SQM,33.2129,-96.5546,189.79,2020-05-17,03:32,6.0,20.08,,6,100% overcast and raining.,Semi rural area outside of DFW Metroplex. 2 visible security lights.,United States - Texas,2020-05-17 03:32:00,0.7071067811865475,-60.836929576606934,29.642787664071722
27605,SQM,33.213,-96.554,189.811,2020-05-17,03:35,5.0,19.36,,6,100% overcast and had been sprinkling following heavy rains.,Semi-rural area. 2 visible security lights and one porch light.,United States - Texas,2020-05-17 03:35:00,0.7071067811865475,-60.52431441148555,30.956172158159106
27620,SQM,40.5336,-104.526,1481.27,2020-05-17,04:10,4.0,20.48,,2,clouds & city lights haze to the south; clear overhead,rural-mixed agricultural and oil & gas development,United States - Colorado,2020-05-17 04:10:00,0.8660254037844386,-53.8722520429979,26.412064565638634
27633,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
27646,SQM,-34.8717,138.632,63.1601,2020-05-17,12:45,4.0,19.03,,0,Clear,suburban,Australia,2020-05-17 12:45:00,1.2246467991473532e-16,-44.93352612212022,145.72195147720646
27647,SQM,35.7373,139.743,26.9037,2020-05-17,13:45,1.0,17.13,08dd,0,,urban location,Japan,2020-05-17 13:45:00,-0.2588190451025208,-42.86344749546123,58.9748507474595
27648,SQM,27.7021,85.3413,1320.09,2020-05-17,15:43,5.0,18.75,2685,2,,"The reading was taken from the rooftop of our office located at Battishputali, Kathmandu",Nepal,2020-05-17 15:43:00,-0.7071067811865471,-63.56987134256204,31.941447555826823
27649,SQM,33.213,-96.554,189.811,2020-05-17,03:35,5.0,19.36,,6,100% overcast and had been sprinkling following heavy rains.,Semi-rural area. 2 visible security lights and one porch light.,United States - Texas,2020-05-17 03:35:00,0.7071067811865475,-60.52431441148555,30.956172158159106
27650,SQM,33.2129,-96.5546,189.79,2020-05-17,03:32,6.0,20.08,,6,100% overcast and raining.,Semi rural area outside of DFW Metroplex. 2 visible security lights.,United States - Texas,2020-05-17 03:32:00,0.7071067811865475,-60.836929576606934,29.642787664071722
27717,SQM,32.008,-102.121,859.141,2020-05-18,03:07,4.0,19.2,,0,Completely clear with no clouds.,Small urban city. Neighborhood site with 5-6 visible porch lights and one insanely bright LED.,United States - Texas,2020-05-18 03:07:00,0.7071067811865475,-59.74940251523815,345.64540495374143
27722,SQM,32.009,-102.165,867.729,2020-05-18,03:35,3.0,18.49,,0,,,United States - Texas,2020-05-18 03:35:00,0.7071067811865475,-60.417155548577774,358.97661878910765
27734,SQM,40.5101,-104.684,1459.14,2020-05-18,04:30,2.0,20.25,,2,"scattered clouds, city glow to south and west",semi-developed rural,United States - Colorado,2020-05-18 04:30:00,0.8660254037844386,-50.74397413472251,16.272665585032637
27749,SQM,32.6101,-110.798,1329.69,2020-05-18,05:52,6.0,21.26,0bd9,0,Tucson skyglow in south,Rural,United States - Arizona,2020-05-18 05:52:00,0.9659258262890683,-52.054636508657616,41.111382545444265
27762,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
27770,SQM,27.7022,85.3413,1320.21,2020-05-18,16:20,3.0,17.4,2685,6,90% clouds!,"The reading was taken at the rooftop of our office building located at Battisputali, Kathmandu.",Nepal,2020-05-18 16:20:00,-0.8660254037844384,-59.54217742616918,26.034371880481032
27777,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
27805,SQM,33.3513,-111.464,538.344,2020-05-18,04:45,3.0,20.07,024d,0,,,United States - Arizona,2020-05-18 04:45:00,0.8660254037844386,-58.16126430475366,13.575371035764409
27836,SQM,32.6102,-110.797,1332.17,2020-05-19,04:32,6.0,21.21,0bd9,0,Tucson skyglow in south.,Rural,United States - Arizona,2020-05-19 04:32:00,0.8660254037844386,-54.57647991728468,351.2901585631495
27862,SQM,37.2361,-121.912,82.0781,2020-05-19,06:21,5.0,18.99,,0,,Urban,United States - California,2020-05-19 06:21:00,1.0,-48.87512690066607,15.52791112967833
27884,SQM,27.7022,85.3413,1320.21,2020-05-19,16:14,5.0,19.2,2685,0,Sky was clear.,"The reading was taken from the rooftop of our office building located at Battisputali, Kathmandu.",Nepal,2020-05-19 16:14:00,-0.8660254037844384,-57.41165568974544,3.0947236383865406
27903,SQM,51.1863,3.52644,6.01223,2020-05-19,22:17,3.0,20.33,6907,0,,,Belgium,2020-05-19 22:17:00,-0.5000000000000004,-32.63270020671707,9.496952181704518
27904,SQM,51.1772,3.53004,5.3717,2020-05-19,22:19,3.0,20.35,6907,0,,,Belgium,2020-05-19 22:19:00,-0.5000000000000004,-32.58346494017447,10.066467121205749
27907,SQM,51.1756,3.52035,6.12894,2020-05-19,22:27,4.0,20.46,6907,0,,,Belgium,2020-05-19 22:27:00,-0.5000000000000004,-32.32609320205727,12.304633725113408
27910,SQM,51.1815,3.50535,11.3273,2020-05-19,22:43,4.0,20.51,6907,0,,,Belgium,2020-05-19 22:43:00,-0.5000000000000004,-31.665585625414106,16.73750489826947
27912,SQM,51.1847,3.49182,19.9771,2020-05-19,22:44,4.0,20.51,6907,0,,,Belgium,2020-05-19 22:44:00,-0.5000000000000004,-31.617979179788502,16.99735752235712
27917,SQM,51.1815,3.48447,25.313,2020-05-19,22:55,4.0,20.53,6907,0,,,Belgium,2020-05-19 22:55:00,-0.5000000000000004,-31.060274772180705,20.002818097999548
27920,SQM,51.186,3.48255,24.9023,2020-05-19,23:03,4.0,20.46,6907,0,,,Belgium,2020-05-19 23:03:00,-0.2588190451025215,-30.596524193736823,22.165589381072433
27925,SQM,51.1955,3.50982,8.64236,2020-05-19,23:11,4.0,20.45,6907,0,,,Belgium,2020-05-19 23:11:00,-0.2588190451025215,-30.078989453572525,24.33599439655444
27927,SQM,51.1978,3.51414,5.05638,2020-05-19,23:27,4.0,20.43,6907,0,,,Belgium,2020-05-19 23:27:00,-0.2588190451025215,-28.94952154441541,28.549788107799813
27954,SQM,33.2129,-96.5546,189.7,2020-05-20,03:59,3.0,19.34,,6,Mostly cloudy with some patches of open sky. Magnitude difficult to determine due to cloudy patches.,Semi rural area. Be right porch lights from a few houses. Two visible security lights.,United States - Texas,2020-05-20 03:59:00,0.7071067811865475,-48.891623556645555,346.7222979851752
27980,SQM,38.8878,-119.82,1466.48,2020-05-20,10:49,6.0,21.41,,2,,light dome north,United States - Nevada,2020-05-20 10:49:00,0.49999999999999994,-12.25146621047455,68.54414929985273
27981,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
27982,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
27985,SQM,27.7022,85.3413,1320.21,2020-05-20,16:38,4.0,17.61,2685,6,The sky is full of clouds! I couldn't see any star!,"The reading was taken from the rooftop of our office located at Battishputali, Kathmandu, Nepal",Nepal,2020-05-20 16:38:00,-0.8660254037844384,-52.72472489399617,355.8051203314822
28012,SQM,38.2406,-121.998,6.35677,2020-05-20,05:00,3.0,17.0,,4,"cirrocumulus clouds that where pretty high level clouds, The direction they where moving was hard to tell but I think they were moving towards the east. in addition the night was pretty cloudy.","suburban, a bunch of housing developments are around. including shopping centers. In addition every tree has a street light,",United States - California,2020-05-20 05:00:00,0.9659258262890683,-41.16524599424079,334.2410034067052
28041,SQM,42.8708,-71.608,91.0148,2020-05-21,01:51,6.0,20.95,,0,Very clear,"Semi rural, one streetlight 400 ft away, otherwise clear horizons",United States - New Hampshire,2020-05-21 01:51:00,0.25881904510252074,-31.457175649311207,330.87278512776976
28069,SQM,32.0081,-102.121,859.611,2020-05-21,03:47,4.0,18.12,,6,100% cloud cover,Small urban town. Neighborhood setting with multiple porch and patio lights visible.,United States - Texas,2020-05-21 03:47:00,0.7071067811865475,-39.26444620492049,324.49410596968386
28107,SQM,32.6105,-110.797,1329.09,2020-05-21,05:02,6.0,21.26,0bd9,0,Tucson skyglow in south.,Rural,United States - Arizona,2020-05-21 05:02:00,0.9659258262890683,-42.51625782383,335.88556699420997
28139,SQM,38.8878,-119.82,1466.48,2020-05-21,08:11,6.0,21.34,,0,,light dome north,United States - Nevada,2020-05-21 08:11:00,0.8660254037844388,-36.115116799539585,22.51958521972144
28154,SQM,30.1419,31.6285,189.97,2020-05-21,18:00,6.0,21.0,3647,0,,,Egypt,2020-05-21 18:00:00,-1.0,-27.191669366894537,307.7738875224332
28165,SQM,54.9368,8.3233,15.6574,2020-01-28,21:00,6.0,20.39,3623,0,City of Wenningstedt/ Sylt,,Germany,2020-01-28 21:00:00,-0.7071067811865477,-10.290344652754468,270.2920262156775
28166,SQM,48.7293,9.60728,388.676,2020-04-16,19:40,6.0,20.46,3623,2,,,Germany,2020-04-16 19:40:00,-0.9659258262890684,-59.85866722601354,14.711003448233006
28167,SQM,48.7293,9.60728,388.676,2020-04-19,23:36,6.0,20.85,3623,0,,,Germany,2020-04-19 23:36:00,-0.2588190451025215,-39.4946547665312,44.72950377731929
28168,SQM,48.7293,9.60728,388.676,2020-04-21,19:52,6.0,20.06,3623,0,,,Germany,2020-04-21 19:52:00,-0.9659258262890684,-28.46397993501249,312.6524756107913
28169,SQM,48.7293,9.60728,388.676,2020-04-22,19:37,6.0,20.73,3623,0,,,Germany,2020-04-22 19:37:00,-0.9659258262890684,-17.459468867874612,302.7981277577168
28170,SQM,48.7293,9.60728,388.676,2020-04-23,18:57,6.0,20.57,3623,0,,,Germany,2020-04-23 18:57:00,-1.0,-2.1983290184753828,289.44808103019574
28171,SQM,48.7293,9.60728,388.676,2020-04-24,19:18,6.0,20.55,3623,0,,,Germany,2020-04-24 19:18:00,-0.9659258262890684,4.473888762723888,287.9140631134784
28172,SQM,48.7293,9.60728,388.676,2020-04-25,19:32,6.0,20.75,3623,0,,,Germany,2020-04-25 19:32:00,-0.9659258262890684,12.100105239759008,284.5374702774347
28173,SQM,48.7293,9.60728,388.676,2020-04-26,21:02,4.0,18.44,3623,6,,,Germany,2020-04-26 21:02:00,-0.7071067811865477,8.034643349709809,293.36075892644783
28174,SQM,48.7293,9.60728,388.676,2020-04-27,19:59,6.0,20.55,3623,2,,,Germany,2020-04-27 19:59:00,-0.9659258262890684,26.879832620264363,274.88350395168726
28175,SQM,48.7293,9.60728,388.676,2020-05-06,19:03,4.0,18.55,3623,0,1 day before full moon,,Germany,2020-05-06 19:03:00,-0.9659258262890684,12.299760155971326,122.95164703999876
28176,SQM,48.7293,9.60728,388.676,2020-05-17,18:53,6.0,20.39,3623,0,,,Germany,2020-05-17 18:53:00,-1.0,-43.686518963874455,338.3510549358693
28177,SQM,48.753,9.57022,479.79,2020-05-17,19:56,6.0,21.03,3623,0,,,Germany,2020-05-17 19:56:00,-0.9659258262890684,-45.385610399600054,359.443927275526
28178,SQM,48.7293,9.60728,388.676,2020-05-17,20:01,6.0,20.67,3623,0,,,Germany,2020-05-17 20:01:00,-0.8660254037844386,-45.38807605947839,1.2049698828057116
28179,SQM,48.7293,9.60728,388.676,2020-05-18,19:43,6.0,20.69,3623,0,,,Germany,2020-05-18 19:43:00,-0.9659258262890684,-39.40414294975198,342.8121601238367
28180,SQM,48.7293,9.60728,388.676,2020-05-19,19:58,6.0,20.71,3623,0,,,Germany,2020-05-19 19:58:00,-0.9659258262890684,-33.336490414214275,336.68829289759964
28181,SQM,48.7293,9.60728,388.676,2020-05-21,20:02,6.0,20.59,3623,0,haze,,Germany,2020-05-21 20:02:00,-0.8660254037844386,-18.2509203531595,319.9336622634037
28188,SQM,27.7022,85.3413,1320.21,2020-05-21,18:11,5.0,18.76,2685,6,,"This reading is taken from the rooftop of the office building of Nepal Astronomical Society (NASO) located at Battishputali, Kathmandu.",Nepal,2020-05-21 18:11:00,-1.0,-47.36066366389667,13.27196105843426
28202,SQM,46.3835,16.6753,144.57,2020-05-21,19:20,2.0,18.36,,6,,,Croatia,2020-05-21 19:20:00,-0.9659258262890684,-18.702872204535062,316.5851960515094
28253,SQM,42.8708,-71.608,91.0148,2020-05-22,02:35,6.0,21.15,1617,0,"Very clear, nice night!","Rural, one streetlight 400 ft away",United States - New Hampshire,2020-05-22 02:35:00,0.49999999999999994,-27.496147394217363,332.46705227397524
28256,SQM,32.008,-102.121,859.959,2020-05-22,02:50,4.0,18.91,,0,Completely clear. Obvious light pollution on the horizon.,Suburban-urban area. Neighborhood setting. 6-10 visible sources of light pollution.,United States - Texas,2020-05-22 02:50:00,0.49999999999999994,-21.462566854904278,305.63176126742445
28265,SQM,38.8576,-104.784,1882.15,2020-05-21,05:30,4.0,18.79,0878,0,Clear skies.,Suburban. Street one block long. Street light at each end of block. Unshielded led porch light across the street. Readings taken from rooftop observatory.,United States - Colorado,2020-05-21 05:30:00,0.9659258262890683,-39.21054550270582,353.32515481236624
28312,SQM,32.6106,-110.797,1329.55,2020-05-22,04:37,6.0,21.24,0bd9,0,Tucson skyglow in south.,Rural,United States - Arizona,2020-05-22 04:37:00,0.8660254037844386,-31.478804060835134,320.0992073142801
28352,SQM,35.5437,-120.722,266.505,2020-05-22,09:35,6.0,20.9,6688,0,Per visual observation and Clear Sky Chart conditions: No clouds. Above average transparency. Average seeing.,,United States - California,2020-05-22 09:35:00,0.7071067811865476,-32.206649172309696,30.77792681026761
28353,SQM,35.5437,-120.722,266.505,2020-05-22,09:35,6.0,20.9,6688,0,Per visual observation and Clear Sky Chart conditions: No clouds. Above average transparency. Average seeing.,,United States - California,2020-05-22 09:35:00,0.7071067811865476,-32.206649172309696,30.77792681026761
28358,SQM,41.6862,-72.5451,127.98,2020-05-21,12:35,1.0,17.93,,0,Clear,"Suburban town, small portion of light from inside house, many trees in vicinity",United States - Connecticut,2020-05-21 12:35:00,1.2246467991473532e-16,37.83569789809594,107.8163492971491
28369,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
28370,SQM,27.7022,85.3413,1320.21,2020-05-22,17:27,4.0,18.6,2685,6,,"This reading has been recorded from the rooftop of our office located at Battishputali, Kathmandu.",Nepal,2020-05-22 17:27:00,-0.9659258262890683,-43.18615332284754,343.8048252060666
28374,SQM,40.4804,-111.881,1557.07,2020-05-21,15:46,3.0,16.0,3454,2,"Partly cloudy, wind heading north, average temperature","Rural, on a hill, slightly elevated, could see the entire city and big buildings in SLC, highways are very visible",United States - Utah,2020-05-21 15:46:00,-0.7071067811865471,43.623958938516196,112.47974081748629
28385,SQM,33.3599,-111.457,551.443,2020-05-21,04:35,3.0,20.16,024d,0,,,United States - Arizona,2020-05-21 04:35:00,0.8660254037844386,-39.10330209036517,327.71416615973607
28386,SQM,33.3599,-111.457,551.443,2020-05-22,04:43,3.0,20.11,024d,0,,,United States - Arizona,2020-05-22 04:43:00,0.8660254037844386,-31.310365762330644,321.12711136428527
28453,SQM,32.008,-102.121,859.476,2020-05-23,03:35,3.0,18.7,,0,Clear sky with no clouds or apparent haze. Strong light pollution to the South due to backyard LED in neighbors home.,Small urban area. Neighborhood. 6 light sources including 2 highly visible And absurdly bright LED lights on patios and garages.,United States - Texas,2020-05-23 03:35:00,0.7071067811865475,-18.60174768160592,307.9298719224113
28475,SQM,32.611,-110.798,1325.26,2020-05-23,05:13,6.0,21.22,0bd9,0,Tucson skyglow in south.,Rural,United States - Arizona,2020-05-23 05:13:00,0.9659258262890683,-27.136642697565993,319.88267913331237
28496,SQM,38.8878,-119.82,1466.48,2020-05-23,08:11,6.0,21.34,,0,,light dome north,United States - Nevada,2020-05-23 08:11:00,0.8660254037844388,-31.638251589136022,355.78088922046317
28559,SQM,51.2482,3.69579,1.46315,2020-05-23,21:20,3.0,19.0,6907,0,,,Belgium,2020-05-23 21:20:00,-0.7071067811865477,-6.039112678399331,314.5782485358984
28564,SQM,51.267,3.68974,1.11234,2020-05-23,21:32,4.0,19.8,6907,0,,,Belgium,2020-05-23 21:32:00,-0.7071067811865477,-7.2680335035476835,316.9744322660501
28571,SQM,51.2681,3.75553,1.08967,2020-05-23,21:58,4.0,20.2,6907,0,,,Belgium,2020-05-23 21:58:00,-0.7071067811865477,-9.79201650882881,322.3479458800664
28572,SQM,51.2681,3.75553,1.08967,2020-05-23,21:58,4.0,20.2,6907,0,,,Belgium,2020-05-23 21:58:00,-0.7071067811865477,-9.79201650882881,322.3479458800664
28578,SQM,51.2594,3.71931,2.21026,2020-05-23,22:18,4.0,20.42,6907,0,,,Belgium,2020-05-23 22:18:00,-0.5000000000000004,-11.508502730326665,326.5179182702844
28583,SQM,51.2495,3.72126,1.5302,2020-05-23,22:32,4.0,20.3,6907,2,,,Belgium,2020-05-23 22:32:00,-0.5000000000000004,-12.613257019324816,329.51717711727736
28587,SQM,51.2668,3.66087,2.50153,2020-05-23,22:50,4.0,20.5,6907,2,,,Belgium,2020-05-23 22:50:00,-0.5000000000000004,-13.84787232594328,333.3864361900316
28589,SQM,51.2829,3.67674,1.404,2020-05-23,23:04,5.0,20.7,6907,2,,,Belgium,2020-05-23 23:04:00,-0.2588190451025215,-14.708174266385774,336.50193229228927
28590,SQM,51.246,3.66941,2.00216,2020-05-23,23:20,5.0,21.3,6907,2,,,Belgium,2020-05-23 23:20:00,-0.2588190451025215,-15.606387253664627,340.0825686366272
28593,SQM,51.2279,3.59658,2.91198,2020-05-23,23:37,4.0,20.5,6907,2,,,Belgium,2020-05-23 23:37:00,-0.2588190451025215,-16.37473337187465,343.87827858840853
28609,SQM,41.6862,-72.5451,127.98,2020-05-23,00:31,1.0,17.21,,2,,"Suburban town, many trees",United States - Connecticut,2020-05-23 00:31:00,0.0,-3.667434546061718,298.89469101874045
28610,SQM,41.6862,-72.5451,127.98,2020-05-21,12:35,1.0,17.93,,0,Clear,"Suburban town, small portion of light from inside house, many trees in vicinity",United States - Connecticut,2020-05-21 12:35:00,1.2246467991473532e-16,37.83569789809594,107.8163492971491
28611,SQM,41.6862,-72.5451,127.98,2020-05-23,01:41,1.0,20.29,,2,,"Suburban, many trees",United States - Connecticut,2020-05-23 01:41:00,0.25881904510252074,-13.867008553172761,311.3058383286568
28612,SQM,41.6862,-72.5451,127.98,2020-05-24,00:24,3.0,17.28,,6,Sprinkling rain,"Suburban, many trees",United States - Connecticut,2020-05-24 00:24:00,0.0,7.479511905640178,291.90856447131335
28613,SQM,41.6862,-72.5451,127.98,2020-05-24,01:25,3.0,20.19,,2,,"Suburban, many trees, dim porch light",United States - Connecticut,2020-05-24 01:25:00,0.25881904510252074,-2.280546963339589,301.49449535773465
28676,SQM,32.008,-102.121,859.542,2020-05-24,04:05,2.0,18.11,,6,Mostly cloudy. Leo is totally obscured. Light pollution along lower horizon.,Neighborhood setting. Several light polluting sources from small solar lamps to large patio and house LED lights.,United States - Texas,2020-05-24 04:05:00,0.8660254037844386,-13.50061087535836,306.62988762017557
